Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	x1	x2	x3	x4	x5
73	73	1	1	0.1507	0.13	0.17	0.07	0.3	0.1	Generation 3.
74	74	1	1	0.9457	-0.16	0.51	0.5	0.5	0.4	Generation 3.
75	75	1	1	1.1557	0.06	0.15	-0.64	-0.6	0.6	Generation 3.
76	76	1	1	1.4158	0.5	-0.13	-0.33	1.0	-0.2	Generation 4.
77	77	1	1	2.5804	0.46	-0.18	-0.58	1.0	1.0	Generation 4.
78	78	1	1	0.3075	0.39	-0.23	-0.05	0.3	-0.1	Generation 4.
79	79	1	1	1.0064	0.42	-0.06	0.08	-0.9	-0.1	Generation 4.
80	80	1	1	1.3054	-0.03	-0.02	-0.79	0.8	-0.2	Generation 4.
81	81	1	1	1.7961	0.32	-0.69	-0.24	-0.4	-1.0	Generation 4.
82	82	1	1	1.4357	0.43	0.18	-0.78	0.6	0.5	Generation 4.
83	83	1	1	1.6676	0.28	-0.64	0.14	0.4	1.0	Generation 4.
83	84	1	1	0.4431	0.15	-0.59	0.25	0.0	-0.1	Generation 4.
84	85	1	1	1.4465	-0.34	-0.28	-0.05	0.5	1.0	Generation 4.
85	86	1	1	1.1821	0.14	-0.26	-0.07	-1.0	0.3	Generation 4.
86	87	1	1	0.2236	0.06	0.0	-0.2	-0.3	0.3	Generation 4.
87	88	1	1	0.7942	-0.11	0.14	-0.15	-0.7	-0.5	Generation 4.
88	89	1	1	1.1746	0.11	-0.25	-0.1	1.0	0.3	Generation 4.
89	90	1	1	1.5711	-0.33	-0.11	0.01	0.8	0.9	Generation 4.
90	91	1	1	1.437	-0.11	0.65	-0.18	-0.9	0.4	Generation 4.
91	92	1	1	0.5238	-0.27	-0.22	0.25	-0.3	-0.5	Generation 4.
92	93	1	1	0.3307	0.07	0.27	0.23	0.4	0.2	Generation 4.
93	94	1	1	2.2782	0.06	0.39	0.35	1.0	1.0	Generation 4.
94	95	1	1	0.932	-0.26	0.12	0.0	-0.2	0.9	Generation 4.
95	96	1	1	1.498	0.28	0.2	-0.64	0.9	0.4	Generation 4.
96	97	1	1	0.8681	0.16	0.01	-0.32	-0.7	0.5	Generation 4.
97	98	1	1	1.6957	0.13	0.18	0.08	-0.8	1.0	Generation 4.
98	99	1	1	1.8936	0.06	0.4	0.3	0.8	1.0	Generation 4.
99	100	1	1	0.3756	-0.12	0.36	-0.46	-0.1	0.1	Generation 4.
100	101	1	1	1.5021	0.53	-0.06	-0.24	-0.4	1.0	Generation 5.
101	102	1	1	0.6195	0.45	-0.19	-0.47	0.0	0.4	Generation 5.
102	103	1	1	1.1577	0.24	0.01	-0.1	0.3	1.0	Generation 5.
103	104	1	1	0.3581	0.34	-0.25	0.1	-0.1	0.4	Generation 5.
104	105	1	1	1.1021	0.01	0.06	-0.72	0.3	-0.7	Generation 5.
105	106	1	1	1.0461	0.32	-0.69	-0.24	-0.5	0.4	Generation 5.
106	107	1	1	1.1873	0.36	0.09	-0.64	-0.8	0.0	Generation 5.
107	108	1	1	1.5889	0.33	-0.56	0.08	1.0	-0.4	Generation 5.
108	109	1	1	1.2331	0.15	-0.59	0.25	0.8	0.4	Generation 5.
109	110	1	1	0.2825	-0.3	-0.18	0.01	0.0	-0.4	Generation 5.
110	111	1	1	1.2151	-0.09	-0.19	-0.03	-0.6	-0.9	Generation 5.
111	112	1	1	0.5558	0.09	0.09	-0.36	0.5	-0.4	Generation 5.
112	113	1	1	1.1938	-0.12	0.13	-0.05	-0.4	1.0	Generation 5.
113	114	1	1	1.0457	-0.14	-0.15	-0.06	-0.6	-0.8	Generation 5.
114	115	1	1	1.0211	-0.33	-0.11	0.01	-0.3	0.9	Generation 5.
115	116	1	1	1.5535	0.03	0.55	0.01	-1.0	0.5	Generation 5.
116	117	1	1	1.423	-0.18	-0.09	0.15	-0.6	1.0	Generation 5.
117	118	1	1	1.151	0.15	0.31	0.18	0.0	1.0	Generation 5.
118	119	1	1	0.472	0.1	0.42	0.34	-0.1	-0.4	Generation 5.
119	120	1	1	0.487	-0.31	0.28	-0.15	-0.5	-0.2	Generation 5.
120	121	1	1	0.875	0.16	0.13	-0.65	0.4	-0.5	Generation 5.
121	122	1	1	1.5746	0.25	0.05	-0.14	0.7	1.0	Generation 5.
122	123	1	1	0.1057	0.13	0.18	0.08	0.2	0.1	Generation 5.
123	124	1	1	0.3406	0.01	0.38	0.31	-0.1	-0.3	Generation 5.
124	125	1	1	0.6418	-0.19	0.44	-0.39	-0.1	-0.5	Generation 5.
125	126	1	1	1.3129	0.58	0.04	-0.07	0.4	-0.9	Generation 6.
126	127	1	1	1.2057	0.44	-0.2	-0.39	0.1	-0.9	Generation 6.
127	128	1	1	2.0641	0.24	0.01	-0.08	1.0	1.0	Generation 6.
128	129	1	1	0.6166	0.31	-0.32	0.09	-0.5	0.4	Generation 6.
129	130	1	1	1.0419	-0.01	0.07	-0.63	0.8	0.0	Generation 6.
130	131	1	1	1.5256	0.26	-0.64	-0.22	1.0	0.0	Generation 6.
131	132	1	1	1.0511	0.31	0.05	-0.55	-0.7	0.4	Generation 6.
132	133	1	1	1.451	0.37	-0.55	0.04	1.0	-0.1	Generation 6.
133	134	1	1	0.3675	0.11	-0.55	0.23	0.0	0.0	Generation 6.
134	135	1	1	0.5546	-0.29	-0.14	0.03	-0.6	0.3	Generation 6.
135	136	1	1	0.7733	-0.1	-0.18	-0.03	-0.8	0.3	Generation 6.
136	137	1	1	0.7801	0.09	0.08	-0.34	0.1	-0.8	Generation 6.
137	138	1	1	1.3293	-0.1	0.12	-0.07	-0.7	-0.9	Generation 6.
138	139	1	1	1.2462	-0.25	-0.11	-0.04	-0.6	-0.9	Generation 6.
139	140	1	1	0.2111	-0.33	-0.11	0.01	0.0	0.3	Generation 6.
140	141	1	1	1.4274	0.15	0.6	0.07	1.0	0.2	Generation 6.
141	142	1	1	2.0481	-0.16	-0.09	0.12	-1.0	1.0	Generation 6.
142	143	1	1	0.7185	0.14	0.3	0.17	0.3	-0.7	Generation 6.
143	144	1	1	0.4674	0.11	0.42	0.33	-0.1	-0.4	Generation 6.
144	145	1	1	0.845	-0.33	0.3	-0.19	-0.6	0.5	Generation 6.
145	146	1	1	0.6846	0.09	0.13	-0.64	0.4	-0.3	Generation 6.
146	147	1	1	0.8734	0.23	0.06	-0.13	-0.8	0.4	Generation 6.
147	148	1	1	0.3057	0.13	0.18	0.08	0.5	0.0	Generation 6.
148	149	1	1	1.3737	0.0	0.36	0.29	-0.4	-1.0	Generation 6.
149	150	1	1	1.3227	-0.17	0.43	-0.33	1.0	0.0	Generation 6.
150	151	1	1	0.4939	0.57	0.03	-0.09	0.0	0.4	Generation 7.
151	152	1	1	0.3389	0.42	-0.21	-0.28	0.0	-0.2	Generation 7.
152	153	1	1	0.2209	0.22	0.04	-0.03	-0.4	0.1	Generation 7.
153	154	1	1	1.0073	0.32	-0.32	0.05	-0.8	-0.4	Generation 7.
154	155	1	1	0.6901	-0.08	0.01	-0.44	0.0	0.7	Generation 7.
155	156	1	1	0.5581	0.11	-0.52	-0.16	-0.4	0.3	Generation 7.
156	157	1	1	0.6482	0.23	0.02	-0.43	0.5	0.4	Generation 7.
157	158	1	1	0.4825	0.39	-0.48	0.0	-0.3	-0.1	Generation 7.
158	159	1	1	0.4814	0.0	-0.45	0.17	0.3	-0.4	Generation 7.
159	160	1	1	0.1953	-0.3	-0.12	0.03	0.0	0.3	Generation 7.
160	161	1	1	0.0916	-0.16	-0.16	-0.02	0.2	0.0	Generation 7.
161	162	1	1	1.063	0.08	0.05	-0.29	-0.4	-0.9	Generation 7.
162	163	1	1	1.3038	-0.06	0.09	-0.11	-0.8	-0.8	Generation 7.
163	164	1	1	0.9504	-0.3	-0.1	-0.02	-0.6	-0.7	Generation 7.
164	165	1	1	0.6211	-0.33	-0.11	0.01	0.1	-0.7	Generation 7.
165	166	1	1	1.3633	0.09	0.56	0.04	1.0	0.2	Generation 7.
166	167	1	1	1.6601	-0.11	-0.08	0.04	1.0	-0.8	Generation 7.
167	168	1	1	0.627	0.13	0.26	0.15	0.4	-0.6	Generation 7.
168	169	1	1	1.2144	0.1	0.38	0.3	0.4	-0.9	Generation 7.
169	170	1	1	0.7922	-0.34	0.21	-0.15	-0.6	0.5	Generation 7.
170	171	1	1	1.2706	0.01	0.18	-0.59	-0.5	-0.8	Generation 7.
171	172	1	1	0.3962	0.2	0.09	-0.09	0.3	0.5	Generation 7.
172	173	1	1	0.7057	0.13	0.18	0.08	-0.8	0.1	Generation 7.
173	174	1	1	0.6546	0.03	0.31	0.24	0.1	-0.7	Generation 7.
174	175	1	1	0.3081	-0.12	0.41	-0.16	-0.1	-0.3	Generation 7.
175	176	1	1	0.657	0.55	-0.01	-0.12	0.5	0.3	Generation 8.
176	177	1	1	0.6386	0.39	-0.18	-0.21	0.5	-0.4	Generation 8.
177	178	1	1	0.3049	0.2	0.07	0.0	0.5	0.1	Generation 8.
178	179	1	1	0.2544	0.32	-0.22	0.06	-0.1	0.3	Generation 8.
179	180	1	1	1.3966	-0.14	-0.03	-0.31	0.8	-0.8	Generation 8.
180	181	1	1	0.2997	0.02	-0.43	-0.12	-0.3	-0.1	Generation 8.
181	182	1	1	1.2521	0.18	0.01	-0.36	-0.3	-1.0	Generation 8.
182	183	1	1	0.3317	0.37	-0.38	-0.02	-0.2	-0.1	Generation 8.
183	184	1	1	0.2425	0.0	-0.44	0.17	-0.1	-0.1	Generation 8.
184	185	1	1	1.7491	-0.31	-0.11	0.03	0.8	-1.0	Generation 8.
185	186	1	1	1.8653	-0.18	-0.15	-0.02	-1.0	-0.9	Generation 8.
186	187	1	1	0.2102	0.03	-0.02	-0.17	-0.3	0.3	Generation 8.
187	188	1	1	0.3025	-0.06	0.1	-0.17	-0.1	-0.5	Generation 8.
188	189	1	1	1.1125	-0.32	-0.1	-0.01	-0.6	-0.8	Generation 8.
189	190	1	1	0.1606	-0.31	-0.12	0.01	0.1	0.2	Generation 8.
190	191	1	1	0.9995	0.15	0.63	0.01	0.7	0.3	Generation 8.
191	192	1	1	1.8849	-0.18	-0.16	0.13	-1.0	-0.9	Generation 8.
192	193	1	1	1.7201	0.08	0.24	0.19	0.9	0.9	Generation 8.
193	194	1	1	0.4944	0.1	0.38	0.3	0.4	-0.3	Generation 8.
194	195	1	1	1.1592	-0.32	0.18	-0.12	1.0	0.1	Generation 8.
195	196	1	1	0.5029	0.02	0.2	-0.55	0.4	0.0	Generation 8.
196	197	1	1	0.447	0.18	0.11	-0.05	0.2	-0.6	Generation 8.
197	198	1	1	0.4257	0.13	0.18	0.08	0.6	0.1	Generation 8.
198	199	1	1	0.2965	0.04	0.32	0.25	0.3	-0.2	Generation 8.
199	200	1	1	0.43	-0.1	0.4	-0.1	0.0	0.5	Generation 8.
200	201	1	1	0.3302	0.35	-0.16	-0.11	-0.1	0.4	Generation 9.
201	202	1	1	0.1845	0.33	-0.1	-0.16	0.0	-0.2	Generation 9.
202	203	1	1	0.3828	0.18	0.1	0.02	-0.5	-0.3	Generation 9.
203	204	1	1	0.2474	0.28	-0.09	0.03	0.0	0.4	Generation 9.
204	205	1	1	0.2427	-0.19	-0.05	-0.21	0.0	0.4	Generation 9.
205	206	1	1	0.4154	-0.08	-0.29	-0.07	0.4	0.4	Generation 9.
206	207	1	1	0.3569	0.13	0.0	-0.3	0.4	0.3	Generation 9.
207	208	1	1	0.1831	0.31	-0.19	-0.03	-0.1	-0.2	Generation 9.
208	209	1	1	0.2949	-0.12	-0.31	0.12	-0.1	0.4	Generation 9.
209	210	1	1	0.1309	-0.31	-0.12	0.02	0.1	0.1	Generation 9.
210	211	1	1	0.1349	-0.17	-0.16	-0.02	0.2	0.2	Generation 9.
211	212	1	1	0.1485	-0.06	-0.1	-0.07	-0.2	0.3	Generation 9.
212	213	1	1	1.6806	-0.03	0.06	-0.19	-1.0	-0.8	Generation 9.
213	214	1	1	0.5082	-0.31	-0.11	0.0	-0.6	0.2	Generation 9.
214	215	1	1	0.1772	-0.24	-0.14	0.0	0.1	0.3	Generation 9.
215	216	1	1	0.9333	0.06	0.36	-0.01	0.8	-0.4	Generation 9.
216	217	1	1	0.4157	-0.18	-0.17	0.12	-0.3	-0.5	Generation 9.
217	218	1	1	1.5854	0.08	0.23	0.19	1.0	-0.7	Generation 9.
218	219	1	1	1.4008	0.08	0.38	0.3	1.0	-0.4	Generation 9.
219	220	1	1	0.2908	-0.3	0.12	-0.08	0.3	-0.3	Generation 9.
220	221	1	1	0.7671	-0.03	0.29	-0.39	0.7	-0.2	Generation 9.
221	222	1	1	1.1359	0.17	0.13	-0.01	0.3	1.0	Generation 9.
221	223	1	1	0.1057	0.13	0.18	0.08	0.2	0.1	Generation 9.
222	224	1	1	0.2854	0.08	0.27	0.19	0.4	0.1	Generation 9.
223	225	1	1	1.2998	-0.05	0.37	0.02	0.4	1.0	Generation 9.
224	226	1	1	0.4659	0.27	-0.19	-0.13	-0.5	-0.3	Generation 10.
225	227	1	1	0.3706	0.31	-0.07	-0.14	0.0	0.5	Generation 10.
226	228	1	1	0.5477	0.16	0.14	0.05	-0.7	0.1	Generation 10.
227	229	1	1	0.4281	0.24	0.02	-0.01	-0.1	0.6	Generation 10.
228	230	1	1	2.0793	-0.26	-0.09	-0.06	1.0	1.0	Generation 10.
229	231	1	1	1.4212	-0.14	-0.2	-0.04	1.0	-0.6	Generation 10.
230	232	1	1	0.2818	0.02	-0.05	-0.17	-0.3	0.4	Generation 10.
231	233	1	1	0.1194	0.29	-0.12	-0.03	-0.1	-0.1	Generation 10.
232	234	1	1	0.3565	-0.23	-0.2	0.06	0.1	-0.5	Generation 10.
233	235	1	1	0.2109	-0.31	-0.12	0.02	0.1	0.3	Generation 10.
233	236	1	1	0.0916	-0.16	-0.16	-0.02	0.2	0.0	Generation 10.
234	237	1	1	0.1753	-0.14	-0.16	-0.01	0.2	0.3	Generation 10.
235	238	1	1	0.6316	-0.04	-0.02	-0.14	-0.6	-0.5	Generation 10.
236	239	1	1	0.1506	-0.31	-0.12	0.01	0.0	0.2	Generation 10.
237	240	1	1	0.1587	-0.19	-0.15	-0.01	0.1	0.3	Generation 10.
238	241	1	1	0.3469	-0.08	0.01	-0.02	0.5	0.3	Generation 10.
239	242	1	1	0.4449	-0.12	-0.14	0.03	-0.4	-0.5	Generation 10.
240	243	1	1	0.4837	0.1	0.21	0.14	0.4	0.5	Generation 10.
241	244	1	1	0.2345	0.08	0.34	0.25	-0.1	-0.2	Generation 10.
242	245	1	1	0.5908	-0.3	-0.02	-0.02	0.5	0.5	Generation 10.
243	246	1	1	0.5185	-0.08	0.36	-0.25	0.4	-0.4	Generation 10.
244	247	1	1	0.249	0.15	0.16	0.03	0.2	0.4	Generation 10.
245	248	1	1	0.3157	0.13	0.18	0.08	0.5	0.1	Generation 10.
246	249	1	1	0.3329	0.12	0.21	0.12	0.5	-0.1	Generation 10.
247	250	1	1	1.2074	-0.11	0.17	-0.08	1.0	-0.4	Generation 10.
248	251	1	1	0.2865	0.28	-0.16	-0.15	0.0	-0.4	Generation 11.
249	252	1	1	0.165	0.31	-0.08	-0.15	0.0	-0.2	Generation 11.
250	253	1	1	0.0686	0.15	0.15	0.06	0.1	0.1	Generation 11.
251	254	1	1	0.0749	0.23	0.04	-0.02	-0.1	-0.1	Generation 11.
252	255	1	1	0.1163	-0.29	-0.11	-0.01	-0.1	-0.1	Generation 11.
253	256	1	1	0.8785	-0.13	-0.2	-0.04	-0.9	-0.1	Generation 11.
254	257	1	1	0.033	0.09	-0.1	-0.07	0.1	0.0	Generation 11.
255	258	1	1	1.0974	0.28	-0.09	-0.03	1.0	-0.1	Generation 11.
256	259	1	1	0.1334	-0.01	-0.18	0.03	-0.3	-0.1	Generation 11.
256	260	1	1	0.1309	-0.31	-0.12	0.02	0.1	0.1	Generation 11.
256	261	1	1	0.0916	-0.16	-0.16	-0.02	0.2	0.0	Generation 11.
257	262	1	1	0.4146	-0.16	-0.17	-0.01	-0.6	0.0	Generation 11.
258	263	1	1	0.3594	0.09	-0.07	-0.08	0.5	0.3	Generation 11.
259	264	1	1	1.1506	-0.31	-0.12	0.01	1.0	0.2	Generation 11.
260	265	1	1	0.0716	-0.16	-0.16	-0.02	0.1	0.1	Generation 11.
261	266	1	1	0.4021	-0.16	-0.19	-0.02	0.5	0.3	Generation 11.
262	267	1	1	0.1134	-0.09	-0.12	-0.03	-0.3	0.0	Generation 11.
263	268	1	1	0.2265	0.11	0.2	0.12	0.4	0.0	Generation 11.
264	269	1	1	0.4529	-0.08	0.14	0.13	0.4	-0.5	Generation 11.
265	270	1	1	0.3607	-0.25	-0.09	-0.01	-0.5	0.2	Generation 11.
266	271	1	1	0.2658	0.02	0.27	-0.15	0.4	0.1	Generation 11.
267	272	1	1	0.3942	0.13	0.18	0.07	0.3	0.5	Generation 11.
268	273	1	1	1.0957	0.13	0.18	0.08	0.2	1.0	Generation 11.
269	274	1	1	0.3511	0.13	0.19	0.09	0.5	-0.2	Generation 11.
270	275	1	1	1.0786	-0.17	0.06	-0.19	-0.1	-1.0	Generation 11.
271	276	1	1	0.2646	0.25	-0.14	-0.15	0.0	0.4	Generation 12.
272	277	1	1	0.4089	0.3	-0.08	-0.15	-0.5	-0.2	Generation 12.
273	278	1	1	0.0886	0.15	0.15	0.06	0.0	-0.2	Generation 12.
274	279	1	1	0.2524	0.22	0.06	-0.02	-0.4	-0.2	Generation 12.
275	280	1	1	1.0951	-0.27	-0.11	0.01	0.1	1.0	Generation 12.
276	281	1	1	1.9666	0.01	-0.38	-0.11	1.0	-0.9	Generation 12.
277	282	1	1	0.1897	0.12	-0.12	-0.03	0.0	0.4	Generation 12.
278	283	1	1	0.2559	0.27	-0.11	-0.03	-0.4	-0.1	Generation 12.
279	284	1	1	0.0438	0.09	-0.16	0.01	0.0	-0.1	Generation 12.
280	285	1	1	0.4748	-0.3	-0.12	0.02	-0.6	0.1	Generation 12.
281	286	1	1	0.1516	-0.16	-0.16	-0.02	0.3	0.1	Generation 12.
282	287	1	1	0.0606	-0.07	-0.11	-0.06	-0.2	0.0	Generation 12.
283	288	1	1	0.4303	0.03	0.05	-0.13	-0.4	-0.5	Generation 12.
284	289	1	1	0.1445	-0.3	-0.12	0.01	0.0	0.2	Generation 12.
285	290	1	1	0.0885	-0.15	-0.16	-0.02	0.2	0.0	Generation 12.
286	291	1	1	0.2773	-0.13	-0.1	-0.02	0.5	0.0	Generation 12.
287	292	1	1	0.311	-0.08	-0.11	-0.05	-0.2	-0.5	Generation 12.
288	293	1	1	0.8765	0.12	0.2	0.11	-0.9	0.0	Generation 12.
289	294	1	1	0.1269	-0.02	0.21	0.18	-0.1	-0.2	Generation 12.
290	295	1	1	0.259	-0.27	0.05	-0.06	0.3	-0.3	Generation 12.
291	296	1	1	0.1465	0.06	0.23	-0.1	-0.2	-0.2	Generation 12.
292	297	1	1	0.251	0.14	0.17	0.05	0.2	0.4	Generation 12.
293	298	1	1	0.4557	0.13	0.18	0.08	0.2	-0.6	Generation 12.
294	299	1	1	1.1801	0.1	0.24	0.15	0.3	1.0	Generation 12.
295	300	1	1	0.2458	-0.16	0.29	-0.19	-0.1	-0.3	Generation 12.
296	301	1	1	0.0865	0.2	-0.13	-0.14	0.0	-0.1	Generation 13.
297	302	1	1	0.3601	0.29	-0.08	-0.14	0.0	0.5	Generation 13.
298	303	1	1	0.0986	0.15	0.15	0.06	0.1	0.2	Generation 13.
299	304	1	1	0.2154	0.21	0.03	-0.02	-0.4	-0.1	Generation 13.
300	305	1	1	0.0876	-0.24	-0.1	0.0	-0.1	-0.1	Generation 13.
301	306	1	1	0.2861	0.07	-0.46	-0.14	-0.2	-0.1	Generation 13.
302	307	1	1	0.1267	0.11	-0.11	-0.05	-0.1	0.3	Generation 13.
303	308	1	1	0.1882	0.27	-0.12	-0.03	0.3	-0.1	Generation 13.
304	309	1	1	0.0769	0.12	-0.15	0.0	0.0	-0.2	Generation 13.
305	310	1	1	0.1932	-0.28	-0.12	0.02	-0.1	0.3	Generation 13.
305	311	1	1	0.0885	-0.15	-0.16	-0.02	0.2	0.0	Generation 13.
306	312	1	1	0.0554	-0.03	-0.09	-0.08	-0.2	0.0	Generation 13.
307	313	1	1	0.6982	-0.07	0.12	-0.17	-0.1	-0.8	Generation 13.
308	314	1	1	0.3474	-0.27	-0.12	0.01	0.1	0.5	Generation 13.
309	315	1	1	0.8685	-0.15	-0.16	-0.02	0.1	-0.9	Generation 13.
310	316	1	1	0.2697	-0.12	-0.07	-0.02	0.5	0.0	Generation 13.
311	317	1	1	1.0201	-0.08	-0.11	-0.04	1.0	0.0	Generation 13.
312	318	1	1	0.2365	0.12	0.2	0.11	0.4	0.1	Generation 13.
313	319	1	1	0.1476	0.0	0.24	0.2	-0.1	-0.2	Generation 13.
314	320	1	1	0.9074	-0.27	0.09	-0.08	-0.1	-0.9	Generation 13.
315	321	1	1	1.2212	0.08	0.22	-0.08	1.0	-0.4	Generation 13.
316	322	1	1	0.309	0.15	0.16	0.03	0.1	0.5	Generation 13.
317	323	1	1	0.1057	0.13	0.18	0.08	0.1	0.2	Generation 13.
318	324	1	1	0.6301	0.08	0.26	0.19	-0.4	-0.6	Generation 13.
319	325	1	1	0.2269	-0.17	0.34	-0.18	-0.1	-0.2	Generation 13.
320	326	1	1	0.0789	0.18	-0.13	-0.14	0.0	-0.1	Generation 14.
321	327	1	1	0.1201	0.24	-0.09	-0.12	0.0	-0.2	Generation 14.
322	328	1	1	1.0886	0.15	0.15	0.06	1.0	-0.2	Generation 14.
