 -2.00000000    0.04000000
 -1.98829431    0.03098689
 -1.97658863    0.02220640
 -1.96488294    0.01365546
 -1.95317726    0.00533104
 -1.94147157   -0.00276987
 -1.92976589   -0.01065027
 -1.91806020   -0.01831314
 -1.90635452   -0.02576144
 -1.89464883   -0.03299813
 -1.88294314   -0.04002612
 -1.87123746   -0.04684832
 -1.85953177   -0.05346763
 -1.84782609   -0.05988691
 -1.83612040   -0.06610902
 -1.82441472   -0.07213680
 -1.81270903   -0.07797307
 -1.80100334   -0.08362062
 -1.78929766   -0.08908223
 -1.77759197   -0.09436068
 -1.76588629   -0.09945871
 -1.75418060   -0.10437904
 -1.74247492   -0.10912438
 -1.73076923   -0.11369744
 -1.71906355   -0.11810087
 -1.70735786   -0.12233735
 -1.69565217   -0.12640950
 -1.68394649   -0.13031994
 -1.67224080   -0.13407129
 -1.66053512   -0.13766611
 -1.64882943   -0.14110698
 -1.63712375   -0.14439645
 -1.62541806   -0.14753704
 -1.61371237   -0.15053127
 -1.60200669   -0.15338163
 -1.59030100   -0.15609060
 -1.57859532   -0.15866063
 -1.56688963   -0.16109417
 -1.55518395   -0.16339363
 -1.54347826   -0.16556142
 -1.53177258   -0.16759992
 -1.52006689   -0.16951151
 -1.50836120   -0.17129853
 -1.49665552   -0.17296331
 -1.48494983   -0.17450818
 -1.47324415   -0.17593541
 -1.46153846   -0.17724730
 -1.44983278   -0.17844609
 -1.43812709   -0.17953404
 -1.42642140   -0.18051336
 -1.41471572   -0.18138626
 -1.40301003   -0.18215493
 -1.39130435   -0.18282153
 -1.37959866   -0.18338822
 -1.36789298   -0.18385714
 -1.35618729   -0.18423039
 -1.34448161   -0.18451008
 -1.33277592   -0.18469828
 -1.32107023   -0.18479705
 -1.30936455   -0.18480844
 -1.29765886   -0.18473447
 -1.28595318   -0.18457716
 -1.27424749   -0.18433848
 -1.26254181   -0.18402042
 -1.25083612   -0.18362491
 -1.23913043   -0.18315391
 -1.22742475   -0.18260932
 -1.21571906   -0.18199304
 -1.20401338   -0.18130696
 -1.19230769   -0.18055294
 -1.18060201   -0.17973282
 -1.16889632   -0.17884843
 -1.15719064   -0.17790158
 -1.14548495   -0.17689406
 -1.13377926   -0.17582764
 -1.12207358   -0.17470408
 -1.11036789   -0.17352512
 -1.09866221   -0.17229246
 -1.08695652   -0.17100782
 -1.07525084   -0.16967288
 -1.06354515   -0.16828930
 -1.05183946   -0.16685872
 -1.04013378   -0.16538278
 -1.02842809   -0.16386309
 -1.01672241   -0.16230124
 -1.00501672   -0.16069880
 -0.99331104   -0.15905733
 -0.98160535   -0.15737837
 -0.96989967   -0.15566344
 -0.95819398   -0.15391404
 -0.94648829   -0.15213166
 -0.93478261   -0.15031776
 -0.92307692   -0.14847379
 -0.91137124   -0.14660119
 -0.89966555   -0.14470135
 -0.88795987   -0.14277569
 -0.87625418   -0.14082557
 -0.86454849   -0.13885235
 -0.85284281   -0.13685738
 -0.84113712   -0.13484197
 -0.82943144   -0.13280743
 -0.81772575   -0.13075504
 -0.80602007   -0.12868608
 -0.79431438   -0.12660180
 -0.78260870   -0.12450341
 -0.77090301   -0.12239215
 -0.75919732   -0.12026921
 -0.74749164   -0.11813576
 -0.73578595   -0.11599296
 -0.72408027   -0.11384196
 -0.71237458   -0.11168387
 -0.70066890   -0.10951982
 -0.68896321   -0.10735088
 -0.67725753   -0.10517812
 -0.66555184   -0.10300259
 -0.65384615   -0.10082534
 -0.64214047   -0.09864737
 -0.63043478   -0.09646968
 -0.61872910   -0.09429326
 -0.60702341   -0.09211906
 -0.59531773   -0.08994803
 -0.58361204   -0.08778109
 -0.57190635   -0.08561915
 -0.56020067   -0.08346311
 -0.54849498   -0.08131382
 -0.53678930   -0.07917215
 -0.52508361   -0.07703894
 -0.51337793   -0.07491499
 -0.50167224   -0.07280111
 -0.48996656   -0.07069809
 -0.47826087   -0.06860667
 -0.46655518   -0.06652762
 -0.45484950   -0.06446165
 -0.44314381   -0.06240948
 -0.43143813   -0.06037179
 -0.41973244   -0.05834927
 -0.40802676   -0.05634256
 -0.39632107   -0.05435230
 -0.38461538   -0.05237912
 -0.37290970   -0.05042361
 -0.36120401   -0.04848636
 -0.34949833   -0.04656792
 -0.33779264   -0.04466886
 -0.32608696   -0.04278970
 -0.31438127   -0.04093095
 -0.30267559   -0.03909310
 -0.29096990   -0.03727662
 -0.27926421   -0.03548198
 -0.26755853   -0.03370962
 -0.25585284   -0.03195995
 -0.24414716   -0.03023338
 -0.23244147   -0.02853029
 -0.22073579   -0.02685105
 -0.20903010   -0.02519600
 -0.19732441   -0.02356549
 -0.18561873   -0.02195982
 -0.17391304   -0.02037929
 -0.16220736   -0.01882417
 -0.15050167   -0.01729472
 -0.13879599   -0.01579119
